Country,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022,2/6/2022,2/7/2022,2/8/2022,2/9/2022,2/10/2022,2/11/2022,2/12/2022,2/13/2022,2/14/2022,2/15/2022,2/16/2022,2/17/2022,2/18/2022,2/19/2022,2/20/2022,2/21/2022,2/22/2022,2/23/2022,2/24/2022,2/25/2022,2/26/2022,2/27/2022,2/28/2022,3/1/2022,3/2/2022,3/3/2022,3/4/2022,3/5/2022,3/6/2022,3/7/2022,3/8/2022,3/9/2022,3/10/2022,3/11/2022,3/12/2022,3/13/2022,3/14/2022,3/15/2022,3/16/2022,3/17/2022,3/18/2022,3/19/2022,3/20/2022,3/21/2022,3/22/2022,3/23/2022,3/24/2022,3/25/2022,3/26/2022,3/27/2022,3/28/2022,3/29/2022,3/30/2022,3/31/2022,4/1/2022,4/2/2022,4/3/2022,4/4/2022,4/5/2022,4/6/2022,4/7/2022,4/8/2022,4/9/2022,4/10/2022,4/11/2022,4/12/2022,4/13/2022,4/14/2022,4/15/2022,4/16/2022,4/17/2022,4/18/2022,4/19/2022,4/20/2022,4/21/2022,4/22/2022,4/23/2022,4/24/2022,4/25/2022,4/26/2022,4/27/2022,4/28/2022,4/29/2022,4/30/2022,5/1/2022,5/2/2022,5/3/2022,5/4/2022,5/5/2022,5/6/2022,5/7/2022,5/8/2022,5/9/2022,5/10/2022,5/11/2022,5/12/2022,5/13/2022,5/14/2022,5/15/2022,5/16/2022,5/17/2022,5/18/2022,5/19/2022,5/20/2022,5/21/2022,5/22/2022,5/23/2022,5/24/2022,5/25/2022,5/26/2022,5/27/2022,5/28/2022,5/29/2022,5/30/2022,5/31/2022,6/1/2022,6/2/2022,6/3/2022,6/4/2022,6/5/2022,6/6/2022,6/7/2022,6/8/2022,6/9/2022,6/10/2022,6/11/2022,6/12/2022,6/13/2022,6/14/2022,6/15/2022,6/16/2022,6/17/2022,6/18/2022,6/19/2022,6/20/2022,6/21/2022,6/22/2022,6/23/2022,6/24/2022,6/25/2022,6/26/2022,6/27/2022,6/28/2022,6/29/2022,6/30/2022,7/1/2022,7/2/2022,7/3/2022,7/4/2022,7/5/2022,7/6/2022,7/7/2022,7/8/2022,7/9/2022,7/10/2022,7/11/2022,7/12/2022,7/13/2022,7/14/2022,7/15/2022,7/16/2022,7/17/2022,7/18/2022,7/19/2022,7/20/2022,7/21/2022,7/22/2022,7/23/2022,7/24/2022,7/25/2022,7/26/2022,7/27/2022,7/28/2022,7/29/2022,7/30/2022,7/31/2022,8/1/2022,8/2/2022,8/3/2022,8/4/2022,8/5/2022,8/6/2022,8/7/2022,8/8/2022,8/9/2022,8/10/2022,8/11/2022,8/12/2022,8/13/2022,8/14/2022,8/15/2022,8/16/2022,8/17/2022,8/18/2022,8/19/2022,8/20/2022,8/21/2022,8/22/2022,8/23/2022,8/24/2022,8/25/2022,8/26/2022,8/27/2022,8/28/2022,8/29/2022,8/30/2022,8/31/2022,9/1/2022,9/2/2022,9/3/2022,9/4/2022,9/5/2022,9/6/2022,9/7/2022,9/8/2022,9/9/2022,9/10/2022,9/11/2022,9/12/2022,9/13/2022,9/14/2022,9/15/2022,9/16/2022,9/17/2022,9/18/2022,9/19/2022,9/20/2022,9/21/2022,9/22/2022,9/23/2022,9/24/2022,9/25/2022,9/26/2022,9/27/2022,9/28/2022,9/29/2022,9/30/2022,10/1/2022,10/2/2022,10/3/2022,10/4/2022,10/5/2022,10/6/2022,10/7/2022,10/8/2022,10/9/2022,10/10/2022,10/11/2022,10/12/2022,10/13/2022,10/14/2022,10/15/2022,10/16/2022,10/17/2022,10/18/2022,10/19/2022,10/20/2022,10/21/2022,10/22/2022,10/23/2022,10/24/2022,10/25/2022,10/26/2022,10/27/2022,10/28/2022,10/29/2022,10/30/2022,10/31/2022,11/1/2022,11/2/2022,11/3/2022,11/4/2022,11/5/2022,11/6/2022,11/7/2022,11/8/2022,11/9/2022,11/10/2022,11/11/2022,11/12/2022,11/13/2022,11/14/2022,11/15/2022,11/16/2022,11/17/2022,11/18/2022,11/19/2022,11/20/2022,11/21/2022,11/22/2022,11/23/2022,11/24/2022,11/25/2022,11/26/2022,11/27/2022,11/28/2022,11/29/2022,11/30/2022,12/1/2022,12/2/2022,12/3/2022,12/4/2022,12/5/2022,12/6/2022,12/7/2022,12/8/2022,12/9/2022,12/10/2022,12/11/2022,12/12/2022,12/13/2022,12/14/2022,12/15/2022,12/16/2022,12/17/2022,12/18/2022,12/19/2022,12/20/2022,12/21/2022,12/22/2022,12/23/2022,12/24/2022,12/25/2022,12/26/2022,12/27/2022,12/28/2022,12/29/2022,12/30/2022,12/31/2022,1/1/2023,1/2/2023,1/3/2023,1/4/2023,1/5/2023,1/6/2023,1/7/2023,1/8/2023,1/9/2023,1/10/2023,1/11/2023,1/12/2023
USA,1,1,1,6,7,7,8,8,8,8,8,9,10,13,17,19,19,19,20,20,20,20,20,22,23,24,24,24,26,31,34,35,40,48,48,52,56,64,69,73,82,100,135,186,256,334,464,610,822,1212,1709,2234,2961,3929,5148,7283,9652,12881,17743,23856,31415,40525,51290,62044,73376,87491,105965,126309,146982,173143,188679,211939,240613,270403,302460,334594,361578,390207,419562,453710,488453,521632,553167,580261,605505,630764,655972,687466,717782,746063,772133,798561,824488,854958,888169,922947,956550,982613,1006371,1030306,1057080,1088301,1121383,1149675,1175602,1197926,1220804,1246244,1274796,1303629,1329546,1350202,1370152,1394054,1411390,1446033,1472661,1498742,1518659,1541403,1563326,1586832,1613023,1638986,1660451,1681102,1700481,1717991,1737499,1761681,1785422,1809549,1831015,1848172,1869146,1889841,1910711,1935202,1958487,1976942,1995093,2013674,2035855,2058745,2087078,2113512,2134290,2154881,2179658,2205474,2233994,2267099,2300566,2327911,2356609,2394496,2431816,2478837,2525377,2569030,2606613,2645130,2692383,2751725,2807177,2867543,2916521,2956934,3007697,3064451,3129226,3191169,3259748,3328010,3386690,3442977,3507493,3579882,3649063,3726015,3793339,3853351,3911870,3975206,4047622,4120764,4193916,4255512,4313271,4367278,4425986,4490841,4556982,4625166,4681578,4732427,4777756,4829812,4885404,4938569,5001075,5052754,5099227,5142604,5201562,5255954,5307476,5363737,5414874,5456369,5497958,5539583,5586157,5632344,5679525,5722075,5758285,5794001,5834575,5881005,5927925,5974471,6015379,6052014,6090710,6129888,6173535,6218807,6269724,6310853,6345090,6369966,6398020,6432680,6471263,6515345,6555716,6588604,6622940,6659755,6703665,6748195,6796322,6838503,6872953,6914351,6963879,7005520,7051481,7101096,7143131,7178682,7217084,7255965,7301885,7348509,7399444,7447171,7482945,7524547,7566201,7618795,7674899,7733693,7787909,7832332,7881476,7931973,7989202,8052248,8121327,8175875,8224762,8286124,8344865,8413522,8488425,8570765,8646946,8712556,8782140,8857101,8941511,9032641,9130159,9222942,9364524,9451712,9550211,9664086,9786916,9920253,10050063,10161711,10286198,10432149,10585809,10748109,10925098,11089337,11226901,11380275,11547627,11718531,11907212,12100581,12274442,12424225,12584636,12759819,12953919,13098948,13262982,13407557,13548629,13700534,13893252,14103326,14320108,14543914,14749489,14926398,15109489,15336471,15557722,15766557,16012396,16229549,16410824,16609028,16807678,17047944,17294449,17530324,17732613,17919042,18102595,18300354,18526554,18729104,18890446,19037565,19191907,19368681,19577585,19813403,20042895,20271441,20496759,20702217,20876531,21118972,21376722,21646487,21938592,22194886,22419370,22623492,22841268,23067646,23291229,23528547,23738058,23924641,24078846,24229079,24417345,24604989,24794408,24959920,25101474,25237065,25383008,25541973,25698795,25863033,26001856,26113794,26242837,26364167,26472836,26595456,26720283,26830463,26923394,27004120,27095537,27193876,27293424,27390855,27476076,27543489,27601555,27658426,27722196,27790764,27864340,27929850,27986478,28042299,28112461,28184819,28256817,28330091,28398389,28450959,28502073,28555834,28621877,28686736,28750830,28808540,28852298,28895001,28949089,29010844,29070608,29134830,29187104,29234334,29277866,29329672,29389260,29452359,29514381,29572837,29618065,29666293,29723977,29791998,29857365,29932199,29995402,30048658,30106672,30168461,30238028,30311713,30382159,30445854,30491576,30547976,30611633,30686260,30761694,30838109,30906220,30959459,31019894,31092100,31162754,31234252,31305326,31382538,31431875,31467156,31524474,31587523,31649002,31711421,31763119,31803966,31834165,31884478,31938874,31994517,32049828,32098180,32134773,32167726,32210278,32254819,32297511,32342152,32379173,32406711,32431094,32464167,32499951,32540386,32575502,32605339,32626714,32646167,32673806,32701297,32729245,32757111,32779335,32795365,32810126,32834697,32858172,32880142,32904922,32920550,32932900,32942308,32951243,32967291,32985442,33004034,33018768,33029852,33039750,33054064,33073704,33089628,33103599,33115949,33124670,33132945,33145561,33158781,33172265,33184226,33196576,33205623,33214191,33227479,33241320,33256892,33271863,33285157,33295833,33306271,33321785,33333424,33352010,33368900,33382089,33392548,33401695,33421657,33444293,33627831,33655410,33676285,33693007,33721899,33756877,33795176,33835731,33877989,33910128,33938121,33983316,34034356,34095669,34167377,34237016,34290811,34334017,34405262,34491067,34580216,34679583,34784102,34864669,34925857,35028266,35138549,35265382,35393236,35527158,35647410,35744200,35837250,35972677,36116156,36267317,36413622,36553470,36664182,36773137,36923585,37091747,37266129,37433588,37575412,37699893,37820718,37983132,38160036,38346307,38528478,38678500,38794172,38932772,39109573,39307200,39490617,39672729,39814491,39937573,40053577,40168253,40339494,40523208,40695299,40848842,40962680,41081651,41243798,41406926,41574261,41732753,41855327,41949971,42048349,42181330,42314060,42452316,42585047,42681213,42756451,42863770,42979222,43096019,43220061,43340735,43422703,43489342,43581158,43682957,43801180,43914218,44022719,44093308,44151757,44229718,44319356,44415668,44512539,44604956,44667958,44715603,44787925,44868520,44945054,45032625,45113499,45149613,45177670,45262130,45363917,45448116,45551237,45639685,45674635,45699982,45817829,45892422,45971188,46060038,46149896,46185883,46217407,46333798,46416681,46510430,46584077,46707076,46776352,46809945,46943535,47040450,47146260,47270130,47383952,47430146,47468897,47614275,47715341,47821876,47894599,47976346,48028146,48084683,48178162,48298852,48431927,48575796,48727363,48794715,48850029,49034072,49159620,49289328,49426759,49562332,49626299,49684408,49870091,49995533,50142010,50304678,50461441,50549025,50651238,50917397,51120715,51358598,51637410,51878860,51994684,52205968,52670463,53059977,53534286,54118933,54590898,54893855,55284713,56187104,56919618,57622408,58420844,59273795,59722538,60209079,61474599,62278138,63134018,64026321,64924728,65390685,65809422,66777887,67634180,68414646,69191136,69967616,70296180,70611127,71622275,72115507,72660732,73233552,73756878,73979050,74137264,74713785,75010243,75313648,75663698,75945588,76050350,76146928,76452286,76650207,76846601,77012391,77167700,77235588,77283492,77457785,77565865,77671579,77772054,77875856,77916653,77947827,77996240,78111262,78184924,78259986,78334128,78359790,78377959,78454196,78518015,78570799,78622421,78666637,78680929,78689870,78747147,78778319,78824429,78864027,78900969,78913128,78922254,78983223,79007718,79045546,79078705,79109709,79119590,79129628,79168456,79193227,79238387,79274464,79303178,79315689,79325442,79357869,79381947,79430186,79470249,79497642,79509319,79519867,79546797,79580171,79622427,79656233,79698834,79712887,79730201,79764772,79793561,79839710,79902418,79946773,79963590,79982357,80018360,80071778,80129186,80178695,80247494,80270952,80292055,80341913,80406327,80483472,80545387,80626043,80651982,80678756,80742856,80815422,80915959,80995969,81091701,81119219,81150972,81251954,81352203,81479998,81578703,81696656,81725755,81771982,81895377,82024991,82171411,82281141,82431151,82467557,82512436,82623309,82756651,82910567,83023741,83171871,83207922,83243387,83298912,83454894,83595845,83707404,83847498,83894969,83938284,84037948,84190255,84334814,84440779,84588542,84626249,84664970,84756328,84894338,85037513,85135087,85260798,85296651,85332168,85384412,85570904,85705102,85806971,85970435,86014447,86058625,86155155,86309948,86458907,86571763,86744207,86792385,86838581,86884328,87054017,87199768,87320363,87487976,87543553,87600689,87714345,87898480,88054481,88193464,88376205,88433782,88489852,88591539,88770914,88929798,89078243,89284900,89338159,89392758,89499161,89667841,89828672,89973506,90232883,90270796,90308740,90427778,90589127,90738962,90870365,91020934,91054175,91086982,91185609,91322877,91461235,91586357,91722552,91753141,91774239,91873580,92000206,92120222,92234527,92367477,92396101,92423998,92505698,92621684,92752272,92862365,92977806,93006982,93034055,93112303,93228515,93349447,93453039,93558169,93583081,93607336,93629782,93748776,93840466,93925737,94007678,94029809,94050025,94107940,94165923,94255442,94353005,94414579,94432151,94452339,94497133,94546727,94630706,94729904,94783304,94799175,94814470,94852112,94892499,94970674,95057826,95104538,95116740,95130596,95162964,95200619,95264812,95343411,95385122,95396455,95409675,95434094,95472250,95529714,95602703,95636402,95642452,95653603,95687463,95726462,95726462,95920136,95920136,95920136,95920136,95920136,95920136,96175292,96175292,96175292,96175292,96175292,96175292,96175292,96442596,96442596,96442596,96442596,96442596,96442596,96442596,96725493,96725493,96725493,96725493,96725493,96725493,96725493,97000477,97000477,97000477,97000477,97000477,97000477,97000477,97300648,97300648,97300648,97300648,97300648,97300648,97300648,97603247,97603247,97603247,97603247,97603247,97603247,97603247,98065470,98065470,98065470,98065470,98065470,98065470,98065470,98511484,98511484,98511484,98511484,98511484,98511484,98511484,99019493,99019493,99019493,99019493,99019493,99019493,99019493,99411696,99411696,99411696,99411696,99411696,99411696,99411696,99883410,99883410,99883410,99883410,99883410,99883410,99883410
